Election: 2008 General Primary
Jurisdiction:  Winnebago
Date:  2008-02-05 00:00:00
Registered Voters:  98113
Ballots Cast:  20462
Voter Turnout:  21
Active Precincts:  127

Election: 2008 General Primary
Contest: PRESIDENT
Candidate Name,Total Votes,Vote %
D
BARACK OBAMA , 9006, 57.27, 
DANIEL JUFFERNBRUCH , 939, 1.57, 
MARY ANN LOUDERBACK , 420, 0.7, 
ROBERT L. &#039;BOB&#039; TURN , 196, 0.33, 
WILLIAM &#039;BILL&#039; LeFEW , 138, 0.23, 
MICHAEL W. TRYON , 120, 0.2, 

Contest: D16 CONG REP ALT
Candidate Name,Total Votes,Vote %
R
KAREN MATJASKO , 5829, 10.14, 
JOHN McCRORY , 5826, 10.14, 
EUGENE SYRING , 5697, 9.91, 
RICHARD E. DILLER , 5685, 9.89, 
STACY A. FLANAGAN , 4164, 7.24, 
COLIN WINTERS , 4139, 7.2, 
STEVEN M. HARING , 3946, 6.86, 
BRAD RIGHTNOWAR , 3869, 6.73, 
DAVE COOK , 2931, 5.1, 
DAVID D. SHOCKEY , 2925, 5.09, 
GLENN SCHMELTZER , 2743, 4.77, 
JAMES KSIAZEK , 2613, 4.55, 
JOYCE BENNETT , 1227, 2.13, 
CHRISTOPHER J. JENNE , 1093, 1.9, 
CLYDE C. HARRISON , 1068, 1.86, 
BENJAMIN J. LANE , 1059, 1.84, 
JASON BAUER , 515, 0.9, 
JOSEPH SOSNOWSKI , 486, 0.85, 
DONALD F. CONN , 402, 0.7, 
LAWRENCE L. BRUCKNER , 373, 0.65, 
DON LOCKHART , 271, 0.47, 
BRIAN STEWART , 237, 0.41, 
VERNON KAYS , 200, 0.35, 
VENITA L. McCONNEL , 183, 0.32, 

Contest: D35 STATE SENATE
Candidate Name,Total Votes,Vote %
R
J. BRADLEY BURZYNSKI , 3778, 100, 

Contest: D45 STATE SENATE
Candidate Name,Total Votes,Vote %
D
MARTY MULCAHEY , 1420, 100, 
R
TIM BIVINS , 1728, 100, 

Contest: D67 REP ASSEMBLY
Candidate Name,Total Votes,Vote %
D
CHUCK JEFFERSON , 1377, 100, 

Contest: D68 REP ASSEMBLY
Candidate Name,Total Votes,Vote %
D
CLINT W. LITTLE , 7096, 100, 
G
GERRY WOODS , 10, 100, 
R
DAVE WINTERS , 6834, 100, 

Contest: D69 REP ASSEMBLY
Candidate Name,Total Votes,Vote %
D
GREG TUITE , 2817, 100, 
R
RONALD A. WAIT , 3754, 100, 

Contest: D89 REP ASSEMBLY
Candidate Name,Total Votes,Vote %
R
JIM SACIA , 1928, 100, 

Contest: AUDITOR
Candidate Name,Total Votes,Vote %
D
WIL &#039;BILL&#039; CROWLEY , 12006, 100, 
R
MICHAEL HAKANSON , 12200, 100, 

Contest: CIRCUIT CLERK
Candidate Name,Total Votes,Vote %
D
CALVIN W. SQUIRE , 11678, 100, 
R
TOM KLEIN , 12405, 100, 

Contest: CORONER
Candidate Name,Total Votes,Vote %
D
TRAVAS J. TUCKER , 11372, 100, 
R
SUE FIDUCCIA , 13735, 100, 

Contest: RECORDER
Candidate Name,Total Votes,Vote %
D
JASPER ST. ANGEL , 11790, 100, 
R
NANCY MC PHERSON , 12369, 100, 

Contest: STATES ATTORNEY
Candidate Name,Total Votes,Vote %
D
JOE BRUSCATO , 11818, 100, 
R
CHARLES J. PROROK , 8043, 53.32, 
PHILIP J. NICOLOSI , 7040, 46.68, 

Contest: COUNTY BD CHAIRMAN
Candidate Name,Total Votes,Vote %
D
PAUL GORSKI , 7814, 59.61, 
JOHN M. NELSON , 5295, 40.39, 
R
SCOTT H. CHRISTIANSE , 9050, 62.17, 
RANDY F. STURM , 5506, 37.83, 

Contest: D1 COUNTY BOARD
Candidate Name,Total Votes,Vote %
D
WENDY SCHNEIDER , 1889, 100, 
R
TOM OWENS , 2349, 100, 

Contest: D2 COUNTY BOARD
Candidate Name,Total Votes,Vote %
R
STEVE SCHULTZ , 1115, 51.08, 
JIM WEBSTER , 1068, 48.92, 

Contest: D3 COUNTY BOARD
Candidate Name,Total Votes,Vote %
D
DOUGLAS R. AURAND , 2281, 100, 
R
KYLE LOGAN , 2412, 100, 

Contest: D4 COUNTY BOARD
Candidate Name,Total Votes,Vote %
R
JOHN H. HARMON , 444, 53.05, 
DIANNE PARVIN , 393, 46.95, 

Contest: D5 COUNTY BOARD
Candidate Name,Total Votes,Vote %
R
PETER MACKAY , 1618, 100, 

Contest: D6 COUNTY BOARD
Candidate Name,Total Votes,Vote %
D
DOROTHY REDD , 400, 100, 
R
JOSHUA WEST , 180, 100, 

Contest: D7 COUNTY BOARD
Candidate Name,Total Votes,Vote %
D
DAVID TASSONI , 292, 100, 
R
KELLY A. VECCHIO , 307, 73.1, 
CHUCK NEWBURG , 113, 26.9, 

Contest: D8 COUNTY BOARD
Candidate Name,Total Votes,Vote %
D
NANCY EDWARDSEN , 1050, 51.95, 
PHILLIP R. JOHNSON , 971, 48.05, 
R
GLENN &#039;BUD&#039; WILKINS , 1348, 100, 

Contest: D9 COUNTY BOARD
Candidate Name,Total Votes,Vote %
D
FRANK SERRAO , 968, 100, 
R
FRED S. WESCOTT , 818, 100, 

Contest: D10 COUNTY BOARD
Candidate Name,Total Votes,Vote %
R
BOB KINNISON , 332, 100, 

Contest: D13 COUNTY BOARD
Candidate Name,Total Votes,Vote %
D
JESSE T. DABSON , 3, 100, 
R
RICK POLLACK , 7, 100, 

Contest: D14 COUNTY BOARD
Candidate Name,Total Votes,Vote %
D
PAUL CARPENTER , 361, 100, 
R
JOHN F. SWEENEY , 514, 100, 

Contest: 17TH JUDICIAL CIRCUIT-GILL
Candidate Name,Total Votes,Vote %
D
FERNANDO L. ENGELSMA , 11506, 100, 
R
RONALD WHITE , 13076, 100, 

Contest: 17TH JUDICIAL CIRCUIT-KAPALA
Candidate Name,Total Votes,Vote %
D
MARILYN HITE ROSS , 8619, 65.86, 
RENE HERNANDEZ , 4468, 34.14, 
R
EUGENE DOHERTY , 12526, 100, 

Contest: 17TH JUDICIAL 1ST SUBCIRCUIT
Candidate Name,Total Votes,Vote %
D
GWYN GULLEY , 3320, 100, 
R
MARY LINN GREEN , 2417, 100, 

Contest: 17TH JUDICIAL 2ND SUBCIRCUIT
Candidate Name,Total Votes,Vote %
D
LISA FABIANO , 1105, 100, 
R
PAUL A. LOGLI , 1156, 100, 

Contest: D16 CONG DEM DELEG
Candidate Name,Total Votes,Vote %
D
CHUCK JEFFERSON(OBAM , 7830, 14.03, 
MARY TUITE(OBAM , 7812, 13.99, 
ELEANOR COLBERT(OBAM , 7363, 13.19, 
SUNIL PURI(OBAM , 6805, 12.19, 
VICTORY BELL(CLIN , 6153, 11.02, 
BARBARA GIOLITT(CLIN , 5828, 10.44, 
MARTHA  LOGEMAN(CLIN , 5575, 9.99, 
JACK D. FRANKS(CLIN , 5476, 9.81, 
THOMAS DALSANTO(EDWA , 742, 1.33, 
PATRICIA BLACK(EDWA , 689, 1.23, 
JANET S. BEGER(EDWA , 602, 1.08, 
JERROLD BEGER(EDWA , 510, 0.91, 
JEFF DORAN(RICH , 264, 0.47, 
ELIZABETH PUCHM(RICH , 176, 0.32, 

Contest: D16 CONG DEM ALT
Candidate Name,Total Votes,Vote %
D
GEORGE GAULRAPP(OBAM , 7985, 53.9, 
MARK J. HOOPER(CLIN , 5777, 39, 
DAN LEWANDOWSKI(EDWA , 955, 6.45, 
ARCHIE BEATON(RICH , 97, 0.65, 

Contest: NORTH PARK FIRE
Candidate Name,Total Votes,Vote %
NP
NO , 1724, 51.87, 
YES , 1600, 48.13, 

Contest: VILLAGE OF MACHESNEY PARK
Candidate Name,Total Votes,Vote %
NP
YES , 2973, 58.23, 
NO , 2133, 41.77, 

Contest: DURAND SCHOOL DIST 322
Candidate Name,Total Votes,Vote %
NP
YES , 478, 51.68, 
NO , 447, 48.32, 

